city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_28,0.939,Male,No relevent experience,no_enrollment,Masters,STEM,19,Large-org.,Pvt Ltd,5,22,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,2,Undefined,Pvt Ltd,0,17,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,132,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,2,3,0.0
city_24,0.698,Male,Has relevent experience,no_enrollment,Phd,STEM,19,Small & Medium-org.,Pvt Ltd,1,23,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,5,148,0.0
city_160,0.92,Other,No relevent experience,Part time course,Graduate,Arts,0,Large-org.,Pvt Ltd,2,112,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Small & Medium-org.,Pvt Ltd,1,5,1.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,Undefined,Pvt Ltd,1,270,1.0
city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,7,Undefined,Pvt Ltd,0,6,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,4,28,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,Large-org.,NGO,5,51,0.0
city_23,0.899,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,10,Small & Medium-org.,Pvt Ltd,2,204,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,1,147,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Small & Medium-org.,Pvt Ltd,1,10,0.0
city_11,0.55,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,1,Small & Medium-org.,Pvt Ltd,1,116,1.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Graduate,STEM,4,Large-org.,Pvt Ltd,1,28,0.0
city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,4,Undefined,NGO,1,332,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,1,109,1.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Large-org.,Pvt Ltd,1,54,0.0
city_10,0.895,Other,No relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,0,83,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,Small & Medium-org.,Funded Startup,5,37,0.0
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Small & Medium-org.,Pvt Ltd,1,8,1.0
city_65,0.802,Male,Has relevent experience,no_enrollment,High School,STEM,12,Small & Medium-org.,Pvt Ltd,1,4,0.0
city_98,0.949,Male,Has relevent experience,Full time course,Graduate,STEM,10,Undefined,Pvt Ltd,3,27,0.0
city_67,0.855,Male,No relevent experience,no_enrollment,High School,STEM,3,Undefined,Pvt Ltd,0,31,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Large-org.,Pvt Ltd,5,28,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Small & Medium-org.,Pvt Ltd,5,40,0.0
city_136,0.897,Undefined,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,22,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,2,43,0.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,NGO,1,194,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,1,110,1.0
city_115,0.789,Male,Has relevent experience,no_enrollment,High School,STEM,15,Small & Medium-org.,Pvt Ltd,1,6,0.0
city_83,0.923,Male,No relevent experience,no_enrollment,Primary School,STEM,21,Undefined,Pvt Ltd,0,216,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Small & Medium-org.,Pvt Ltd,5,36,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,5,25,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,5,Undefined,Pvt Ltd,1,109,1.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,2,28,0.0
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,50,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Undefined,Pvt Ltd,2,13,0.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,Undefined,Pvt Ltd,1,28,1.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Graduate,STEM,3,Undefined,Pvt Ltd,0,46,1.0
city_9,0.743,Undefined,Has relevent experience,no_enrollment,Graduate,Other,9,Small & Medium-org.,Funded Startup,1,79,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,Small & Medium-org.,Funded Startup,4,75,0.0
city_36,0.893,Female,Has relevent experience,no_enrollment,High School,STEM,18,Small & Medium-org.,Pvt Ltd,5,210,0.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Undefined,Pvt Ltd,5,20,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Small & Medium-org.,Funded Startup,2,57,0.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,STEM,5,Small & Medium-org.,Pvt Ltd,1,116,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Small & Medium-org.,Pvt Ltd,4,2,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,6,Small & Medium-org.,Pvt Ltd,4,68,0.0
city_67,0.855,Undefined,Has relevent experience,Full time course,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,4,152,0.0
city_91,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,1,45,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,5,47,0.0
city_158,0.7659999999999999,Male,No relevent experience,no_enrollment,High School,STEM,1,Undefined,Pvt Ltd,0,83,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,4,Large-org.,Pvt Ltd,1,47,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,2,158,0.0
city_16,0.91,Female,No relevent experience,Full time course,Masters,STEM,2,Undefined,Public Sector,2,50,0.0
city_13,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Funded Startup,1,9,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Public Sector,5,26,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,126,0.0
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,0,55,0.0
city_48,0.493,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Undefined,Pvt Ltd,2,18,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Phd,STEM,7,Large-org.,Public Sector,1,81,0.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Small & Medium-org.,Pvt Ltd,0,24,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,5,20,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,35,0.0
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,Undefined,Pvt Ltd,1,43,1.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,2,12,0.0
city_21,0.624,Undefined,No relevent experience,Full time course,Masters,STEM,20,Large-org.,Pvt Ltd,1,27,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Small & Medium-org.,Pvt Ltd,1,98,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,Large-org.,Pvt Ltd,3,29,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,Undefined,Pvt Ltd,0,68,1.0
city_83,0.923,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,4,Small & Medium-org.,Pvt Ltd,2,122,0.0
city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,4,Large-org.,Pvt Ltd,0,30,0.0
city_11,0.55,Undefined,No relevent experience,no_enrollment,High School,STEM,2,Undefined,Pvt Ltd,0,94,1.0
city_115,0.789,Undefined,No relevent experience,no_enrollment,High School,STEM,0,Undefined,Pvt Ltd,0,15,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,12,Large-org.,Pvt Ltd,2,11,0.0
city_123,0.738,Male,No relevent experience,Part time course,Graduate,STEM,9,Undefined,Pvt Ltd,4,55,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Undefined,Pvt Ltd,1,49,0.0
city_136,0.897,Undefined,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,5,20,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Small & Medium-org.,Pvt Ltd,5,20,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,44,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,8,Small & Medium-org.,Pvt Ltd,1,16,0.0
city_100,0.887,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,17,Small & Medium-org.,Pvt Ltd,5,23,1.0
city_70,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,44,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,3,57,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Large-org.,Pvt Ltd,1,15,0.0
city_11,0.55,Male,Has relevent experience,Part time course,Masters,STEM,7,Small & Medium-org.,Pvt Ltd,2,45,1.0
city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,15,Small & Medium-org.,Pvt Ltd,5,328,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Early Stage Startup,1,53,1.0
city_165,0.903,Undefined,No relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,0,56,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,11,Undefined,Pvt Ltd,5,74,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Small & Medium-org.,Pvt Ltd,1,30,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Undefined,Pvt Ltd,2,17,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,13,Undefined,Pvt Ltd,5,226,0.0
city_71,0.884,Undefined,Has relevent experience,no_enrollment,Masters,Humanities,5,Small & Medium-org.,Pvt Ltd,1,32,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,Undefined,Pvt Ltd,0,82,0.0
city_134,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5,Undefined,Pvt Ltd,1,136,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Large-org.,Pvt Ltd,1,108,1.0
city_138,0.836,Male,No relevent experience,Full time course,High School,STEM,6,Undefined,Pvt Ltd,0,108,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,Undefined,Pvt Ltd,0,92,0.0
city_65,0.802,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,4,66,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Masters,Humanities,0,Small & Medium-org.,Early Stage Startup,1,6,0.0
city_21,0.624,Female,Has relevent experience,Full time course,Graduate,No Major,3,Small & Medium-org.,Pvt Ltd,1,78,1.0
city_11,0.55,Undefined,Has relevent experience,no_enrollment,Masters,STEM,2,Small & Medium-org.,Pvt Ltd,1,36,1.0
city_91,0.691,Undefined,Has relevent experience,Full time course,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,91,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Large-org.,Pvt Ltd,0,5,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Small & Medium-org.,Pvt Ltd,3,15,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,2,18,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,18,Small & Medium-org.,Pvt Ltd,2,6,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,5,Large-org.,Pvt Ltd,2,4,0.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,4,43,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,5,91,0.0
city_71,0.884,Undefined,Has relevent experience,no_enrollment,Masters,STEM,2,Large-org.,Pvt Ltd,0,174,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Large-org.,Pvt Ltd,1,56,0.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,Large-org.,Pvt Ltd,1,39,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,2,Small & Medium-org.,Pvt Ltd,2,84,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Masters,STEM,6,Small & Medium-org.,Pvt Ltd,2,15,0.0
city_46,0.762,Undefined,Has relevent experience,Part time course,Graduate,STEM,9,Undefined,Pvt Ltd,1,54,1.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,Small & Medium-org.,NGO,1,27,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Small & Medium-org.,Early Stage Startup,1,10,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Funded Startup,2,52,0.0
city_21,0.624,Undefined,No relevent experience,no_enrollment,Graduate,STEM,9,Undefined,Pvt Ltd,1,13,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,1,312,0.0
city_136,0.897,Male,Has relevent experience,Part time course,Masters,STEM,6,Small & Medium-org.,Pvt Ltd,4,16,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,21,Small & Medium-org.,Pvt Ltd,0,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,Small & Medium-org.,Early Stage Startup,1,53,0.0
city_11,0.55,Male,No relevent experience,Full time course,Graduate,STEM,0,Undefined,Pvt Ltd,1,86,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Large-org.,Pvt Ltd,3,24,0.0
city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,15,Small & Medium-org.,Public Sector,5,27,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,1,58,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Large-org.,Pvt Ltd,2,40,0.0
city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Undefined,Pvt Ltd,1,18,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Small & Medium-org.,Pvt Ltd,1,55,1.0
city_11,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,16,Small & Medium-org.,Early Stage Startup,2,30,1.0
city_103,0.92,Undefined,No relevent experience,Full time course,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,1,57,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Large-org.,Pvt Ltd,1,21,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Undefined,Pvt Ltd,0,56,0.0
city_16,0.91,Undefined,No relevent experience,no_enrollment,Graduate,Other,14,Small & Medium-org.,Pvt Ltd,5,116,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Undefined,Pvt Ltd,1,45,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,3,58,0.0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,1,22,0.0
city_103,0.92,Undefined,No relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,12,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Pvt Ltd,2,300,0.0
city_21,0.624,Undefined,Has relevent experience,Full time course,Graduate,STEM,2,Large-org.,Pvt Ltd,0,43,1.0
city_65,0.802,Male,Has relevent experience,Full time course,High School,STEM,8,Small & Medium-org.,Pvt Ltd,0,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,19,Small & Medium-org.,Pvt Ltd,3,75,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,2,Undefined,Pvt Ltd,0,150,0.0
city_103,0.92,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,11,Small & Medium-org.,Pvt Ltd,2,41,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Large-org.,Pvt Ltd,5,67,0.0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,4,90,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Large-org.,Pvt Ltd,1,13,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Large-org.,Public Sector,5,50,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,72,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Small & Medium-org.,Funded Startup,2,58,1.0
city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Undefined,Pvt Ltd,1,78,0.0
city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,12,Small & Medium-org.,Pvt Ltd,1,206,0.0
city_159,0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Large-org.,Pvt Ltd,1,14,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,Small & Medium-org.,Funded Startup,1,118,0.0
city_80,0.847,Male,No relevent experience,Full time course,High School,STEM,2,Undefined,Pvt Ltd,1,7,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,17,Large-org.,Pvt Ltd,2,46,0.0
city_100,0.887,Undefined,No relevent experience,no_enrollment,Masters,Business Degree,0,Undefined,Pvt Ltd,1,150,1.0
city_10,0.895,Male,Has relevent experience,Part time course,Graduate,STEM,3,Small & Medium-org.,Pvt Ltd,0,33,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Arts,14,Undefined,Pvt Ltd,2,24,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,0,Small & Medium-org.,NGO,1,10,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,80,0.0
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,6,Undefined,Pvt Ltd,0,14,0.0
city_160,0.92,Male,No relevent experience,Full time course,High School,STEM,2,Small & Medium-org.,Pvt Ltd,1,20,0.0
city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,1,48,1.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,7,Small & Medium-org.,Pvt Ltd,2,108,1.0
city_73,0.754,Male,No relevent experience,Full time course,Graduate,STEM,8,Undefined,Pvt Ltd,5,44,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Small & Medium-org.,Pvt Ltd,1,6,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,Small & Medium-org.,Pvt Ltd,2,23,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,STEM,2,Undefined,Pvt Ltd,0,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Large-org.,Pvt Ltd,5,14,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Large-org.,Pvt Ltd,2,12,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Undefined,Pvt Ltd,1,31,1.0
city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,Humanities,0,Undefined,Pvt Ltd,1,91,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Undefined,Pvt Ltd,1,70,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,Large-org.,Pvt Ltd,2,78,0.0
city_80,0.847,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,13,Small & Medium-org.,Pvt Ltd,2,104,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Large-org.,Pvt Ltd,5,57,0.0
city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,12,0.0
city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,1,145,0.0
city_31,0.807,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,37,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,Large-org.,Pvt Ltd,4,59,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Public Sector,5,62,1.0
city_67,0.855,Female,No relevent experience,Full time course,Phd,STEM,14,Large-org.,Public Sector,2,140,0.0
city_114,0.926,Undefined,Has relevent experience,no_enrollment,Graduate,STEM,5,Small & Medium-org.,Pvt Ltd,4,83,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Large-org.,Pvt Ltd,1,96,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,Small & Medium-org.,Pvt Ltd,1,37,0.0
city_120,0.78,Male,No relevent experience,no_enrollment,Graduate,STEM,16,Small & Medium-org.,Pvt Ltd,5,28,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Small & Medium-org.,Pvt Ltd,1,50,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,4,37,1.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,Undefined,Pvt Ltd,0,31,1.0
city_28,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,21,Large-org.,Public Sector,5,161,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,18,Undefined,Pvt Ltd,5,55,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Undefined,Pvt Ltd,1,65,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,Small & Medium-org.,Public Sector,1,224,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,21,Small & Medium-org.,Pvt Ltd,5,45,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Undefined,Pvt Ltd,5,51,1.0
city_116,0.743,Male,No relevent experience,Full time course,High School,STEM,2,Undefined,Pvt Ltd,0,54,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Small & Medium-org.,Pvt Ltd,1,51,0.0
city_71,0.884,Male,No relevent experience,no_enrollment,Graduate,STEM,9,Large-org.,Pvt Ltd,4,20,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Small & Medium-org.,Pvt Ltd,5,70,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Small & Medium-org.,Pvt Ltd,2,12,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Small & Medium-org.,Pvt Ltd,1,48,1.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,42,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Small & Medium-org.,Pvt Ltd,1,54,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Small & Medium-org.,Pvt Ltd,2,90,0.0
city_16,0.91,Undefined,Has relevent experience,no_enrollment,Masters,Other,10,Small & Medium-org.,Pvt Ltd,1,43,0.0
city_21,0.624,Undefined,Has relevent experience,no_enrollment,Masters,STEM,9,Small & Medium-org.,Pvt Ltd,1,326,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,Undefined,Pvt Ltd,1,72,0.0
city_102,0.804,Male,No relevent experience,no_enrollment,High School,STEM,13,Small & Medium-org.,Pvt Ltd,2,32,0.0
city_109,0.701,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,1,18,0.0
city_74,0.579,Male,Has relevent experience,Part time course,Masters,STEM,4,Small & Medium-org.,Pvt Ltd,1,64,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,High School,STEM,14,Large-org.,Pvt Ltd,1,6,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Undefined,Pvt Ltd,2,112,1.0
city_103,0.92,Undefined,No relevent experience,Full time course,Graduate,STEM,4,Undefined,Pvt Ltd,1,36,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Small & Medium-org.,Pvt Ltd,1,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,Small & Medium-org.,Pvt Ltd,3,28,0.0
city_27,0.848,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Undefined,Pvt Ltd,0,56,1.0
city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,STEM,7,Undefined,Pvt Ltd,2,52,0.0
city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Small & Medium-org.,Public Sector,2,80,0.0
city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,8,Undefined,Pvt Ltd,0,53,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Small & Medium-org.,NGO,1,50,0.0
city_76,0.698,Undefined,No relevent experience,no_enrollment,Masters,STEM,10,Small & Medium-org.,Pvt Ltd,1,28,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,Undefined,Pvt Ltd,5,165,1.0
